Age,Occupation,Risk Tolerance,Investment Goals,Income Level,Address,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Loan Purpose,Employment Status,Loan Term (Months),Interest Rate,Loan Status,Transaction Description
29,Artist,Medium,Growth,$20057.02,"2228 Kenneth Tunnel
Lake Tiffanyfort, ME 20061",$25217.31,$8830.49,$4206.28,$5982.22,$689.95,$1719.82,$9285.93,Home Improvement,Self-Employed,60,8.41%,pending,"Clothing transaction of $4768.81 at Johnson, Goodman and Davis"
39,Student,Low,Wealth Preservation,$34712.88,"252 Larry Trail
West Scottton, LA 97931",$6248.81,$2884.14,$829.03,$422.77,$83.05,$737.72,$50000.00,Medical Expenses,Retired,48,14.04%,rejected,Transaction at Fox Inc for $1894.88
59,Artist,Low,Growth,$4132.71,"1995 Martin Ridges
New Tina, AL 42068",$7715.07,$1815.96,$2249.99,$1793.71,$50.08,$439.73,$5000.00,Home Improvement,Employed,48,7.55%,rejected,"$2729.05 debited for Green, Lucas and Patterson purchase"
23,Doctor,High,Wealth Preservation,$51852.06,"0084 Corey Crossroad Suite 793
Christinebury, SD 37907",$73773.47,$25655.19,$11064.50,$17547.64,$49.25,$29283.44,$48502.52,Debt Consolidation,Employed,36,9.59%,approved,Payment of $3814.62 at Torres-Caldwell
49,Doctor,Low,Income Generation,$54758.02,"4351 Huynh Ferry Apt. 817
Dianaland, NY 21098",$55318.59,$9706.20,$7473.28,$10539.05,$2055.26,$6345.62,$50000.00,Home Improvement,Self-Employed,36,11.56%,rejected,$2410.77 spent at Barton-Shaffer on 2024-01-27
70,Engineer,Medium,Income Generation,$108186.37,"205 Joseph Loaf
Port Andrew, NC 59111",$44835.95,$19400.07,$9104.76,$10885.77,$2524.80,$7211.77,$50000.00,Home Improvement,Employed,24,13.56%,rejected,Purchase at Savage PLC for $4395.26 on 2024-04-08
84,Teacher,Medium,Income Generation,$57239.51,"USNS Johnson
FPO AP 67110",$99051.20,$17191.96,$15631.38,$18134.94,$5205.13,$18459.79,$20616.66,Debt Consolidation,Unemployed,48,6.45%,approved,Purchase at Stevens PLC for $2241.48 on 2024-02-10
68,Student,High,Income Generation,$103012.80,"931 Jacqueline Squares
South Jessebury, GU 62955",$47121.84,$15394.33,$9904.69,$9505.40,$1154.25,$11240.42,$50000.00,Medical Expenses,Self-Employed,24,12.90%,rejected,Electronics transaction of $3781.41 at Rodriguez Group
38,Student,Medium,Growth,$71064.72,"489 Bates Forge
Smithton, AZ 41678",$100000.00,$47443.28,$21469.00,$18203.40,$1569.52,$5630.24,$11424.77,Auto Purchase,Retired,48,5.73%,approved,Large amount of $2429.44 spent at Bennett Group
37,Doctor,Medium,Growth,$47443.02,"9026 Scott Village
Torresfort, MS 37466",$86654.27,$21991.77,$15578.78,$8118.32,$24.90,$10998.85,$20144.62,Medical Expenses,Self-Employed,60,8.26%,approved,"Purchase at Garcia, Davis and Sanchez for $1787.50 on 2024-02-13"
61,Student,Low,Growth,$98881.70,"083 Madden Fields
South Charlesmouth, NJ 87473",$100000.00,$22369.07,$20994.69,$18903.75,$4845.59,$9419.51,$21371.96,Debt Consolidation,Retired,12,9.51%,rejected,"Purchase at Curtis, Romero and Hardy for $1215.96 on 2024-01-02"
24,Retiree,Low,Wealth Preservation,$25975.03,"7387 Hood Extensions
West Paul, WY 89784",$7023.25,$2509.52,$795.34,$1674.47,$177.51,$698.48,$16856.42,Home Improvement,Self-Employed,12,6.61%,approved,"Transaction at Carrillo, Wallace and Buchanan for $2751.09"
35,Student,High,Growth,$46342.08,"038 Wayne Islands
Cowanton, DC 04195",$50714.40,$9670.53,$6080.84,$10886.48,$2400.51,$5457.84,$50000.00,Small Business,Self-Employed,36,11.76%,approved,Transaction at Huerta-Johnson for $3209.26
82,Doctor,High,Wealth Preservation,$103874.37,"4685 Gomez Crescent
Lake Robert, MN 17916",$100000.00,$27064.74,$23439.70,$19366.25,$2821.61,$24075.56,$50000.00,Small Business,Retired,48,13.47%,rejected,$1674.52 debited for Singleton-Jones purchase
24,Student,Low,Speculation,$87717.44,"8302 Julia Ways
Staceyview, KY 41970",$100000.00,$16985.46,$5722.94,$13536.57,$1814.33,$14204.20,$24539.21,Auto Purchase,Self-Employed,24,7.74%,approved,"$4293.27 spent at Jackson, Wright and Andrews on 2024-05-05"
71,Teacher,High,Wealth Preservation,$56707.97,"Unit 2343 Box 2300
DPO AE 30870",$26607.76,$13216.98,$2320.58,$1822.17,$288.83,$5488.11,$50000.00,Home Improvement,Self-Employed,24,14.49%,pending,"Payment of $275.35 at Wagner, Nelson and Douglas"
22,Retiree,Low,Wealth Preservation,$78837.24,"990 Chen Plain Apt. 614
Herreraborough, IL 06312",$13199.79,$5902.56,$2891.67,$2071.66,$303.68,$2334.27,$50000.00,Medical Expenses,Self-Employed,24,11.27%,approved,$147.86 spent at Smith Ltd on 2024-04-18
73,Engineer,Medium,Growth,$54926.78,"PSC 7471, Box 6594
APO AA 94508",$18223.15,$6819.35,$3208.23,$4306.42,$1034.66,$3616.74,$50000.00,Medical Expenses,Unemployed,12,13.72%,rejected,$2663.44 debited for Pruitt-Clark purchase
78,Artist,Medium,Income Generation,$64388.10,"8388 Noah Branch
New Alice, NM 84087",$8570.04,$2951.47,$2185.23,$1273.98,$375.58,$445.43,$32003.87,Medical Expenses,Self-Employed,48,11.75%,rejected,$1692.80 debited for Cooper-Dixon purchase
68,Student,Low,Income Generation,$114821.50,"354 William View Suite 147
Rayfort, FM 20680",$100000.00,$13630.71,$10709.69,$11951.95,$2910.48,$8870.85,$50000.00,Auto Purchase,Employed,36,12.41%,rejected,"Purchase at Neal, Gutierrez and Avila for $3174.07 on 2024-02-23"
77,Retiree,Medium,Income Generation,$107814.69,"8206 Scott Stravenue
Lake Chasebury, OR 76960",$100000.00,$43628.42,$15172.55,$10658.14,$2412.12,$13845.54,$50000.00,Auto Purchase,Unemployed,60,10.04%,approved,$3900.30 spent at Greene-Black on 2024-04-25
46,Retiree,Low,Speculation,$65976.94,"1772 Tyler Overpass Suite 793
Jonathanmouth, MI 73866",$100000.00,$14503.83,$9558.61,$11909.29,$1358.13,$8480.98,$17532.12,Medical Expenses,Employed,60,8.72%,rejected,Purchase at Stewart-Hamilton for $2323.06 on 2024-04-09
35,Artist,Medium,Growth,$48546.85,"1409 Brent Drive Suite 685
Edwardside, IA 66863",$11734.97,$4292.40,$1801.55,$918.01,$107.48,$896.74,$50000.00,Auto Purchase,Unemployed,12,12.71%,rejected,"Suspicious purchase of $3330.78 at Clay, Henry and Mcclure"
73,Doctor,High,Wealth Preservation,$78026.20,"03469 Robin Extension
East Christinastad, TN 16917",$83470.36,$29168.00,$9729.00,$12227.90,$929.46,$23764.53,$50000.00,Medical Expenses,Unemployed,48,12.32%,pending,Large amount of $4267.94 spent at Wilson-Morris
83,Doctor,High,Wealth Preservation,$113664.58,"770 Joseph Lane Apt. 337
Keithfort, UT 03078",$100000.00,$29417.08,$16156.50,$23759.53,$635.49,$8891.61,$50000.00,Debt Consolidation,Employed,24,12.56%,rejected,"Purchase at Hamilton, Tucker and Rowe for $3373.29 on 2024-08-25"
25,Engineer,High,Growth,$78181.14,"9744 Eric Extensions Apt. 265
Williamschester, LA 89428",$100000.00,$27967.28,$16348.21,$20632.49,$4764.18,$38946.10,$50000.00,Auto Purchase,Self-Employed,12,13.02%,rejected,$4611.10 debited for Simpson and Sons purchase
78,Lawyer,High,Speculation,$51954.92,"3967 Bruce Cove Apt. 552
New Corytown, MO 09932",$53352.73,$12412.65,$2976.96,$6096.54,$342.15,$5114.95,$50000.00,Debt Consolidation,Employed,12,11.68%,rejected,Payment of $4108.22 at Sherman and Sons
22,Retiree,High,Income Generation,$93018.48,"0735 Lori Street Suite 189
North Davidberg, LA 55980",$46937.78,$18112.26,$8463.70,$8172.95,$1657.67,$6862.70,$50000.00,Medical Expenses,Unemployed,12,9.19%,approved,"Fraudulent activity detected at Kelly, Morris and Gutierrez for $4711.68"
40,Engineer,Medium,Income Generation,$67551.04,"2799 Chavez Dale
West Abigail, OK 48365",$79039.92,$23608.39,$11748.67,$6954.83,$152.74,$8541.67,$19401.68,Debt Consolidation,Unemployed,36,7.14%,approved,Suspicious purchase of $1627.52 at Page Ltd
35,Doctor,High,Wealth Preservation,$29035.10,"633 Michelle Junction
South Alexland, AZ 18672",$3641.50,$1019.98,$322.96,$456.59,$131.35,$652.98,$37498.24,Home Improvement,Unemployed,12,11.67%,pending,"Payment of $1083.99 at Rodriguez, Moore and Nunez"
62,Engineer,Medium,Income Generation,$61798.48,"838 Hutchinson Fall
Johnsontown, DE 52984",$87602.05,$33990.58,$24908.69,$18121.41,$1978.39,$6596.67,$39580.36,Auto Purchase,Self-Employed,60,12.92%,rejected,Purchase at Bolton-Scott for $3121.47 on 2024-03-27
23,Retiree,Medium,Speculation,$35399.35,"USCGC Burns
FPO AE 16086",$31872.52,$5387.91,$7429.15,$4916.63,$639.74,$3987.60,$9322.00,Home Improvement,Employed,60,7.31%,approved,Purchase at Brown-Lee for $3699.50 on 2024-02-20
39,Doctor,High,Income Generation,$105120.83,"Unit 6788 Box 5735
DPO AA 49043",$100000.00,$48429.12,$29550.32,$22581.54,$4306.23,$18018.09,$14062.85,Auto Purchase,Unemployed,60,8.63%,pending,$4361.90 spent at Harris-Rose on 2024-05-15
50,Lawyer,High,Income Generation,$53812.81,"74393 Sheri Summit Apt. 988
South Theresaton, MA 72548",$57985.85,$8299.19,$8861.88,$13423.48,$3824.91,$12099.50,$50000.00,Auto Purchase,Employed,60,12.57%,rejected,$1875.23 debited for Brown LLC purchase
80,Teacher,Medium,Growth,$108195.93,"132 Booker Trail
South Catherineberg, MD 03757",$76796.12,$26009.64,$14858.71,$13413.31,$482.23,$4286.37,$50000.00,Auto Purchase,Retired,48,9.65%,approved,$2600.29 spent at Weiss-Williams on 2024-04-06
69,Engineer,Low,Income Generation,$54742.36,"08375 Oliver Streets
North Seth, KY 83052",$21652.94,$10394.37,$2160.16,$3307.32,$204.38,$3407.54,$50000.00,Medical Expenses,Unemployed,48,10.80%,approved,"Transaction at Watson, Walker and Franklin for $3130.28"
26,Artist,High,Speculation,$66035.70,"73305 Reed Ramp Apt. 706
Lake Jonathanstad, DC 39030",$100000.00,$10283.90,$24652.28,$19489.31,$4240.98,$23814.48,$50000.00,Auto Purchase,Employed,48,10.17%,approved,"Transaction at Gray, Smith and Lawrence for $4190.93"
56,Student,Medium,Income Generation,$109177.40,"027 Lambert Way Suite 619
New Katherinemouth, LA 32501",$100000.00,$44997.94,$7916.17,$11869.86,$380.71,$16614.05,$50000.00,Debt Consolidation,Retired,48,13.75%,pending,Entertainment transaction of $2783.12 at Allison-Ramirez
23,Doctor,Medium,Wealth Preservation,$41268.85,"619 Donald Pine Suite 912
Lake Rosefort, PA 30316",$33554.05,$12436.00,$8492.37,$5944.71,$958.76,$3238.76,$14890.29,Small Business,Unemployed,36,7.29%,approved,$2401.53 debited for Hoffman-Schroeder purchase
45,Student,Medium,Speculation,$42100.43,"659 Rhodes Island Suite 008
Jameshaven, DE 57261",$71834.52,$13154.11,$4426.70,$15740.98,$3881.82,$4860.10,$50000.00,Home Improvement,Retired,24,12.80%,pending,"Fraudulent activity detected at Nixon, Mack and Harris for $366.56"
26,Retiree,High,Speculation,$49583.65,"18858 Robert Lights Apt. 681
Emilytown, NM 70800",$6891.86,$1952.77,$651.12,$1612.30,$295.82,$2517.38,$39539.65,Home Improvement,Self-Employed,60,11.20%,pending,"$3147.49 spent at Moreno, Murphy and Parker on 2024-03-29"
35,Artist,Medium,Wealth Preservation,$64997.96,"29911 Crane Oval
Garciamouth, VT 99335",$56653.22,$23952.76,$12796.76,$10454.27,$1392.73,$5565.47,$29332.70,Debt Consolidation,Self-Employed,48,9.11%,approved,"Purchase at Johnson, Melendez and Jacobs for $1879.33 on 2024-06-21"
68,Student,Low,Growth,$131502.77,"USNV Washington
FPO AA 96497",$73685.63,$32921.11,$20850.62,$16694.60,$1151.55,$11713.96,$50000.00,Auto Purchase,Employed,24,10.70%,approved,"Fraudulent activity detected at Patel, Bates and Irwin for $1674.31"
74,Artist,Low,Wealth Preservation,$100498.53,"39515 Michelle Ferry
North Bonnie, CO 19408",$73788.91,$20753.32,$16051.31,$11273.21,$46.29,$5505.61,$50000.00,Home Improvement,Unemployed,60,14.06%,pending,Payment of $308.79 at Acosta-Lloyd
56,Student,Medium,Speculation,$91185.04,"5253 Lee Courts Apt. 382
Lake William, DE 17061",$100000.00,$27185.19,$10913.59,$18304.14,$30.81,$11590.80,$21738.72,Home Improvement,Retired,60,8.51%,approved,$3803.76 debited for Adams-Hines purchase
26,Lawyer,Low,Wealth Preservation,$82488.94,"PSC 1198, Box 9052
APO AE 47353",$74458.72,$32699.40,$14110.83,$4741.43,$1088.45,$5785.79,$50000.00,Debt Consolidation,Unemployed,12,11.60%,rejected,"Groceries transaction of $4897.03 at Rollins, Fleming and Wilson"
29,Student,Medium,Wealth Preservation,$115933.67,"76124 Suarez Freeway Suite 985
North Brian, NC 80133",$82546.67,$38451.12,$23919.30,$19673.66,$715.50,$12047.67,$50000.00,Medical Expenses,Retired,36,9.36%,approved,Clothing transaction of $4637.36 at Gonzalez-Sanders
62,Teacher,Medium,Income Generation,$67892.90,"74528 Aaron Groves
North Dianaville, WY 79366",$34621.00,$5268.22,$2482.94,$6560.16,$509.38,$5852.39,$27682.52,Auto Purchase,Self-Employed,24,11.30%,rejected,"$3017.44 debited for Christensen, Jenkins and Hood purchase"
22,Lawyer,Low,Wealth Preservation,$69429.94,"576 Robinson Locks Apt. 071
Shepherdfort, OR 13621",$66783.58,$19484.88,$15411.85,$5421.54,$306.20,$9744.07,$26763.62,Medical Expenses,Self-Employed,60,9.65%,rejected,$1928.13 debited for Tucker-Kelley purchase
40,Teacher,Medium,Speculation,$54102.81,"306 Robert Dale
Rogersville, MN 89289",$100000.00,$13260.51,$16145.57,$11012.13,$469.40,$18084.74,$50000.00,Auto Purchase,Self-Employed,12,12.40%,rejected,Payment of $3236.46 at Jones Ltd
23,Student,High,Income Generation,$81554.24,"96317 Adrienne Plaza
Codyburgh, IN 87417",$79262.39,$33843.88,$20769.37,$16537.88,$3315.49,$25506.99,$25796.63,Medical Expenses,Retired,12,11.86%,pending,"Entertainment transaction of $413.38 at Jones, Cox and Acosta"
65,Retiree,Low,Growth,$128024.67,"7826 Estrada Route
New Jacob, OK 12037",$100000.00,$19984.00,$26176.67,$19306.11,$5447.62,$17605.61,$50000.00,Debt Consolidation,Self-Employed,60,14.19%,pending,"$345.50 spent at Beasley, Bailey and James on 2024-04-29"
20,Engineer,Low,Speculation,$49206.42,"6108 Dyer Valleys Apt. 981
Nathanview, MI 56813",$78926.88,$32853.80,$12131.47,$19274.78,$599.14,$5648.07,$45788.97,Small Business,Self-Employed,36,14.02%,pending,Unusual transaction at Ayers Ltd for $3735.49
67,Retiree,Low,Speculation,$42089.21,"USS Martinez
FPO AA 42224",$8386.02,$3503.10,$1450.83,$1704.01,$483.21,$1504.53,$42219.41,Small Business,Self-Employed,48,13.45%,pending,Large amount of $548.28 spent at Morris LLC
38,Doctor,Low,Growth,$87025.90,"04856 Cross Cliffs Suite 672
Juliefurt, VT 33248",$100000.00,$14617.26,$23216.34,$7006.09,$1616.33,$7256.67,$50000.00,Debt Consolidation,Employed,48,13.55%,rejected,Payment of $2612.20 at Cox-Flores
78,Student,High,Wealth Preservation,$120555.57,"05608 Rodriguez Turnpike
Lake Melissabury, MD 22308",$13647.08,$3890.23,$3542.99,$2749.54,$428.31,$1257.35,$19104.08,Debt Consolidation,Retired,48,7.01%,approved,"Groceries transaction of $4843.98 at Jensen, Johnson and Underwood"
43,Teacher,High,Speculation,$65063.50,"61176 Elliott Harbor
Swansonchester, FL 99380",$100000.00,$45119.12,$12719.33,$6204.44,$975.40,$28251.66,$50000.00,Home Improvement,Self-Employed,60,9.87%,approved,Purchase at Edwards-Morse for $1404.61 on 2024-06-22
71,Teacher,Medium,Growth,$15097.08,"037 Nathaniel Views Suite 524
South Thomaschester, NC 99928",$8929.93,$2441.12,$2577.14,$1013.97,$52.44,$1416.06,$5000.00,Medical Expenses,Self-Employed,36,8.80%,pending,"Transaction at Velez, Smith and Gordon for $3379.61"
69,Lawyer,Medium,Growth,$106937.34,"07084 Peters Parkways
Jimenezhaven, MS 52144",$100000.00,$44741.32,$14687.19,$13878.19,$3508.91,$9785.83,$50000.00,Home Improvement,Unemployed,60,10.25%,approved,$94.90 debited for Luna Group purchase
21,Retiree,High,Wealth Preservation,$30588.64,"011 Oliver Street
Harrisonfort, RI 53103",$44751.71,$5627.59,$11192.79,$3855.38,$149.71,$14902.18,$38059.03,Home Improvement,Self-Employed,12,10.44%,pending,"Fraudulent activity detected at Wyatt, Gardner and Stafford for $2588.00"
79,Teacher,Medium,Income Generation,$117489.82,"03349 Garcia Ranch Apt. 765
West Brandyhaven, PA 38581",$100000.00,$15336.17,$27892.06,$22381.28,$457.83,$9733.22,$50000.00,Home Improvement,Unemployed,24,13.88%,rejected,"Transaction at Bryan, Cox and Fitzpatrick for $1590.11"
76,Teacher,Low,Speculation,$12167.80,"USNS Carter
FPO AP 02133",$4018.71,$1486.60,$546.09,$805.78,$118.01,$675.74,$5000.00,Home Improvement,Unemployed,60,6.28%,approved,Entertainment transaction of $563.13 at Finley-West
71,Lawyer,High,Wealth Preservation,$118069.36,"83187 Andrea Avenue Apt. 838
North Roy, NV 41808",$60076.99,$10907.35,$15631.83,$14279.28,$748.35,$3355.27,$50000.00,Medical Expenses,Unemployed,24,10.13%,approved,"$2077.80 spent at Hanson, Alexander and Jacobson on 2024-04-18"
42,Teacher,High,Income Generation,$42735.51,"274 Taylor Lights
Lake Brandonshire, DE 56943",$81792.14,$22171.27,$20061.52,$13786.81,$3295.61,$9558.40,$36383.06,Medical Expenses,Unemployed,24,7.67%,approved,Fraudulent activity detected at Soto-Montgomery for $2638.68
34,Doctor,Medium,Speculation,$120541.46,"762 Kayla Ferry
Rhondaland, TN 25518",$100000.00,$14730.00,$19778.10,$8841.17,$1011.70,$7206.27,$50000.00,Medical Expenses,Self-Employed,36,12.28%,rejected,$160.24 spent at Curry Group on 2024-01-25
71,Retiree,High,Speculation,$53223.30,"124 Melton River Apt. 739
Sweeneymouth, WA 60232",$50748.63,$12646.02,$2843.88,$7486.94,$1715.65,$4064.22,$50000.00,Auto Purchase,Employed,12,12.69%,rejected,Payment of $4036.40 at Mcpherson PLC
44,Student,High,Growth,$26467.76,"476 Jarvis Orchard Suite 541
North Shannon, NH 94195",$43131.05,$17652.84,$8865.45,$2252.34,$424.93,$16169.46,$14626.70,Medical Expenses,Self-Employed,24,10.41%,pending,$2121.87 spent at Jacobs LLC on 2024-03-06
53,Teacher,Low,Speculation,$104621.66,"7975 Michelle Vista
Heatherstad, RI 78405",$100000.00,$10894.64,$13683.65,$21846.50,$6463.29,$17346.29,$35647.62,Auto Purchase,Employed,12,11.77%,rejected,Purchase at Sanchez LLC for $4370.50 on 2024-07-09
53,Student,Medium,Income Generation,$68860.46,"134 Joshua Prairie
Daniellebury, PW 07964",$97185.29,$12826.61,$22839.88,$8306.40,$96.50,$10542.71,$50000.00,Small Business,Retired,24,14.96%,pending,$2855.85 spent at Brown LLC on 2024-01-28
39,Engineer,High,Speculation,$102063.74,"356 Hale Port
New Sean, NC 42212",$24230.15,$6873.19,$3049.30,$1648.15,$230.17,$4624.76,$50000.00,Debt Consolidation,Employed,60,9.00%,approved,Transaction at Bradford-Casey for $2605.73
78,Artist,High,Wealth Preservation,$29939.21,"7378 Tommy Coves Apt. 421
Port Daniel, IL 05980",$35891.85,$6694.50,$8925.51,$5641.31,$164.45,$11196.94,$11223.00,Home Improvement,Self-Employed,48,7.24%,approved,"Travel transaction of $3521.10 at Soto, James and Stone"
35,Artist,Medium,Wealth Preservation,$81792.42,"54029 Krueger Trafficway Suite 927
Shannonstad, SC 81093",$100000.00,$39113.78,$21194.64,$9484.92,$917.16,$17927.63,$50000.00,Debt Consolidation,Employed,12,12.49%,pending,Purchase at Johnson-Ramsey for $770.55 on 2024-06-07
37,Engineer,Low,Income Generation,$42108.27,"61905 James Extension
Lake Cynthia, AL 86916",$53235.92,$21872.05,$9815.62,$6931.78,$817.95,$5702.93,$50000.00,Auto Purchase,Retired,60,11.10%,approved,$4117.28 debited for White-Duarte purchase
64,Teacher,High,Speculation,$46418.76,"13904 Billy Lock
Sandramouth, MP 99453",$51568.48,$17397.71,$12953.20,$5378.11,$419.89,$16939.28,$41477.84,Auto Purchase,Unemployed,12,8.76%,approved,"Purchase at Ferguson, Johnson and Colon for $2315.63 on 2024-08-15"
27,Engineer,Medium,Income Generation,$78557.61,"021 Lisa Loop Apt. 280
Lake David, HI 80633",$29952.30,$9089.24,$2863.78,$1974.74,$82.16,$1638.09,$17178.99,Auto Purchase,Employed,12,5.80%,approved,"Large amount of $4690.11 spent at Curtis, Kirby and Erickson"
35,Lawyer,High,Growth,$60569.65,"6765 Dylan Fords Apt. 609
Jonesport, CA 55353",$69193.69,$20748.09,$3744.00,$12572.20,$514.70,$13176.84,$50000.00,Medical Expenses,Unemployed,48,13.46%,pending,"Clothing transaction of $283.75 at Roberts, Johnson and Chapman"
50,Student,Medium,Speculation,$86214.97,"9040 Beard Roads Apt. 592
South Cynthia, SD 70463",$100000.00,$12611.29,$18786.36,$23434.45,$733.57,$7879.18,$50000.00,Small Business,Self-Employed,36,11.16%,approved,Fraudulent activity detected at Jones-Martin for $1571.97
21,Doctor,Low,Growth,$119749.28,"9748 Cynthia River
Wardton, SD 20274",$100000.00,$46964.95,$28237.69,$18479.97,$52.06,$15437.79,$34851.81,Debt Consolidation,Unemployed,60,10.35%,pending,$2314.48 spent at Walker Inc on 2024-02-27
67,Doctor,High,Speculation,$109630.28,"Unit 9762 Box 6599
DPO AA 39515",$100000.00,$24888.27,$5043.41,$5784.40,$756.97,$12481.43,$37516.26,Debt Consolidation,Unemployed,48,10.52%,pending,$873.53 debited for Cruz-Anderson purchase
